Datetime,Open,High,Low,Close,Adj Close,Volume,Ticker,MA 15 days,Change,Gain,Avg Gain,Loss,Avg Loss,RS,RSI
2023-12-04 09:30:00-05:00,189.8249969482422,189.8249969482422,189.80999755859375,189.80999755859375,189.80999755859375,1491444,AAPL,,,0.0,,0.0,,,
2023-12-04 09:31:00-05:00,189.72999572753906,189.8300018310547,189.5500030517578,189.58999633789062,189.58999633789062,293803,AAPL,,-0.220001220703125,0.0,,0.220001220703125,,,
2023-12-04 09:32:00-05:00,189.60000610351562,189.75,189.55999755859375,189.55999755859375,189.55999755859375,218833,AAPL,,-0.029998779296875,0.0,,0.029998779296875,,,
2023-12-04 09:33:00-05:00,189.55999755859375,189.80999755859375,189.5399932861328,189.8000030517578,189.8000030517578,240868,AAPL,,0.2400054931640625,0.2400054931640625,,0.0,,,
2023-12-04 09:34:00-05:00,189.80999755859375,189.80999755859375,189.58990478515625,189.72999572753906,189.72999572753906,191661,AAPL,,-0.07000732421875,0.0,,0.07000732421875,,,
2023-12-04 09:35:00-05:00,189.72779846191406,189.86000061035156,189.5800018310547,189.8000030517578,189.8000030517578,248707,AAPL,,0.07000732421875,0.07000732421875,,0.0,,,
2023-12-04 09:36:00-05:00,189.8000030517578,189.97999572753906,189.64999389648438,189.92999267578125,189.92999267578125,195370,AAPL,,0.1299896240234375,0.1299896240234375,,0.0,,,
2023-12-04 09:37:00-05:00,189.94000244140625,190.0,189.7100067138672,189.74000549316406,189.74000549316406,143776,AAPL,,-0.1899871826171875,0.0,,0.1899871826171875,,,
2023-12-04 09:38:00-05:00,189.72999572753906,189.72999572753906,189.60899353027344,189.6300048828125,189.6300048828125,133384,AAPL,,-0.1100006103515625,0.0,,0.1100006103515625,,,
2023-12-04 09:39:00-05:00,189.62579345703125,189.7100067138672,189.47999572753906,189.49000549316406,189.49000549316406,304532,AAPL,,-0.1399993896484375,0.0,,0.1399993896484375,,,
2023-12-04 09:40:00-05:00,189.48269653320312,189.52000427246094,189.32000732421875,189.49000549316406,189.49000549316406,211464,AAPL,,0.0,0.0,,0.0,,,
2023-12-04 09:41:00-05:00,189.49000549316406,189.5399932861328,189.30999755859375,189.31500244140625,189.31500244140625,185587,AAPL,,-0.1750030517578125,0.0,,0.1750030517578125,,,
2023-12-04 09:42:00-05:00,189.31170654296875,189.4199981689453,189.22500610351562,189.4199981689453,189.4199981689453,177941,AAPL,,0.1049957275390625,0.1049957275390625,,0.0,,,
2023-12-04 09:43:00-05:00,189.39999389648438,189.42999267578125,189.17999267578125,189.2550048828125,189.2550048828125,234419,AAPL,,-0.1649932861328125,0.0,,0.1649932861328125,,,
2023-12-04 09:44:00-05:00,189.25,189.25,189.0800018310547,189.10000610351562,189.10000610351562,268196,AAPL,,-0.154998779296875,0.0,,0.154998779296875,,,
2023-12-04 09:45:00-05:00,189.10000610351562,189.2584991455078,189.0800018310547,189.13499450683594,189.13499450683594,215764,AAPL,189.80999755859375,0.0349884033203125,0.0349884033203125,0.038928440638950894,0.0,0.08964211600167411,0.4342650795773706,30.277881387541967
2023-12-04 09:46:00-05:00,189.13119506835938,189.16700744628906,189.02999877929688,189.13999938964844,189.13999938964844,154711,AAPL,189.6999969482422,0.0050048828125,0.0050048828125,0.0414276123046875,0.0,0.07392774309430804,0.5603797785607926,35.91303772711382
2023-12-04 09:47:00-05:00,189.1199951171875,189.14999389648438,188.99000549316406,189.12550354003906,189.12550354003906,209029,AAPL,189.65333048502603,-0.014495849609375,0.0,0.04178510393415179,0.014495849609375,0.07178497314453125,0.5820870595023002,36.79235324037197
2023-12-04 09:48:00-05:00,189.1300048828125,189.21499633789062,189.08999633789062,189.1699981689453,189.1699981689453,261228,AAPL,189.68999862670898,0.04449462890625,0.04449462890625,0.024641854422433034,0.0,0.07282039097377233,0.3383922290572194,25.283487285008164
2023-12-04 09:49:00-05:00,189.1699981689453,189.2899932861328,189.11000061035156,189.1999969482422,189.1999969482422,114812,AAPL,189.697998046875,0.029998779296875,0.029998779296875,0.027820042201450894,0.0,0.06781986781529017,0.4102049015668944,29.088319088319082
2023-12-04 09:50:00-05:00,189.1999969482422,189.2100067138672,188.99000549316406,188.9949951171875,188.9949951171875,180225,AAPL,189.71499888102213,-0.2050018310546875,0.0,0.024962288992745534,0.2050018310546875,0.06781986781529017,0.3680674969867417,26.90419133540081
2023-12-04 09:51:00-05:00,188.9949951171875,189.10000610351562,188.92999267578125,189.0850067138672,189.0850067138672,139323,AAPL,189.74571228027344,0.0900115966796875,0.0900115966796875,0.015677315848214284,0.0,0.08246285574776786,0.19011366640232616,15.97441250943983
2023-12-04 09:52:00-05:00,189.08999633789062,189.2469940185547,189.06500244140625,189.21859741210938,189.21859741210938,149038,AAPL,189.74499893188477,0.1335906982421875,0.1335906982421875,0.022106715611049106,0.0,0.06889234270368304,0.3208878482494581,24.293345470224693
2023-12-04 09:53:00-05:00,189.2100067138672,189.42999267578125,189.17999267578125,189.4199981689453,189.4199981689453,132990,AAPL,189.73222181532117,0.2014007568359375,0.2014007568359375,0.03164890834263393,0.0,0.06103515625,0.5185357142857143,34.14708718455279
2023-12-04 09:54:00-05:00,189.418701171875,189.49000549316406,189.35000610351562,189.47000122070312,189.47000122070312,127576,AAPL,189.70800018310547,0.0500030517578125,0.0500030517578125,0.04603467668805804,0.0,0.05103519984654018,0.9020181526962093,47.42426624149469
